Country Name,"Year","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by non-communicable diseases (% of total)","Health expenditure per capita (current US$)","Health expenditure, public (% of government expenditure)","Risk of catastrophic expenditure for surgical care (% of people at risk)","Immunization, BCG (% of one-year-old children)","Diarrhea treatment (% of children under 5 who received ORS packet)","Tuberculosis death rate (per 100,000 people)","ARI treatment (% of children under 5 taken to a health provider)"
New Zealand,"2012","4.8","88.7","4470.85877142","23.13137622","NA","NA","NA","0.13","NA"
New Zealand,"2013","NA","NA","4661.79537108","23.35596618","NA","NA","NA","0.14","NA"
New Zealand,"2014","NA","NA","4896.34802527","23.35596618","7.7","NA","NA","0.13","NA"
Nicaragua,"2005","NA","NA","71.81656431","18.59622665","NA","88","NA","5.5","NA"
Nicaragua,"2006","NA","NA","78.8406046","17.12734146","NA","98","NA","4.4","NA"
Nicaragua,"2007","NA","NA","93.37830416","18.82354639","NA","98","58.6","4.1","NA"
Nicaragua,"2008","NA","NA","105.98603599","18.11297538","NA","98","NA","3.3","NA"
Nicaragua,"2009","NA","NA","100.83347949","19.98922178","NA","98","NA","3.3","NA"
Nicaragua,"2010","NA","NA","100.22253648","19.83115178","NA","98","NA","4.6","NA"
Nicaragua,"2011","NA","NA","107.40227109","19.10540497","NA","98","NA","3.6","NA"
Nicaragua,"2012","15","73.3","143.13190911","18.67956029","NA","98","65.4","3.4","NA"
Nicaragua,"2013","NA","NA","153.82741485","19.83657196","NA","98","NA","3.4","NA"
Nicaragua,"2014","NA","NA","177.46289523","23.95122847","40.4","98","NA","3.4","NA"
Niger,"2005","NA","NA","17.86071119","14.78471711","NA","64","NA","33","NA"
Niger,"2006","NA","NA","19.26720113","16.08275814","NA","69","17.6","30","47"
Niger,"2007","NA","NA","20.46123656","12.24358343","NA","73","NA","27","NA"
Niger,"2008","NA","NA","24.20611728","11.38013689","NA","78","NA","25","NA"
Niger,"2009","NA","NA","24.03162107","10.66367151","NA","86","NA","23","NA"
Niger,"2010","NA","NA","22.32965392","10.69245786","NA","81","NA","21","NA"
Niger,"2011","NA","NA","25.19986153","8.57581398","NA","53","NA","20","NA"
Niger,"2012","67.6","24.7","23.16416045","7.5986349","NA","85","44.3","19","53.1"
Niger,"2013","NA","NA","20.7793519","7.56875312","NA","37","NA","18","NA"
Niger,"2014","NA","NA","24.39611462","7.56875312","87.5","76","NA","18","NA"
Nigeria,"2005","NA","NA","53.08567883","7.29804577","NA","49","NA","93","NA"
Nigeria,"2006","NA","NA","61.01491269","8.64769062","NA","52","NA","92","NA"
Nigeria,"2007","NA","NA","81.36762333","9.19335554","NA","53","NA","92","NA"
Nigeria,"2008","NA","NA","88.52018851","7.62745821","NA","65","25.5","91","45.4"
Nigeria,"2009","NA","NA","74.36452452","7.3664183","NA","76","NA","93","NA"
Nigeria,"2010","NA","NA","80.34139448","5.71574595","NA","62","NA","93","NA"
Nigeria,"2011","NA","NA","93.22631449","7.42192547","NA","57","26","92","39.7"
Nigeria,"2012","65.6","24.2","90.38961745","7.43004153","NA","51","NA","95","NA"
Nigeria,"2013","NA","NA","110.37120288","6.47716083","NA","58","33.7","97","34.5"
Nigeria,"2014","NA","NA","117.52054496","8.1729178","63.7","64","NA","97","NA"
North America,"2005","NA","NA","6419.06572075534","18.3973705994249","NA","NA","NA","0.23","NA"
North America,"2006","NA","NA","6809.71072462739","18.9349115877933","NA","NA","NA","0.23","NA"
North America,"2007","NA","NA","7203.91768810682","18.9245041485651","NA","NA","NA","0.2","NA"
North America,"2008","NA","NA","7480.2872616796","18.8496041073016","NA","NA","NA","0.21","NA"
North America,"2009","NA","NA","7683.06526667303","18.6433583784743","NA","NA","NA","0.18","NA"
North America,"2010","NA","NA","7980.00566109671","18.9165473902648","NA","NA","NA","0.19","NA"
North America,"2011","NA","NA","8240.16827246142","19.3825420093171","NA","NA","NA","0.18","NA"
North America,"2012","5.6743373007444","87.942771165426","8483.87243528936","19.9632239964305","NA","NA","NA","0.17","NA"
North America,"2013","NA","NA","8651.07571958835","20.6134685583133","NA","NA","NA","0.16","NA"
North America,"2014","NA","NA","8990.31491684122","21.117482182386","3.14986097925581","NA","NA","0.15","NA"
Norway,"2005","NA","NA","5961.31539313","17.66428488","NA","NA","NA","0.23","NA"
Norway,"2006","NA","NA","6276.09152338","17.30780718","NA","NA","NA","0.13","NA"
Norway,"2007","NA","NA","7351.78549913","17.41898982","NA","NA","NA","0.07","NA"
Norway,"2008","NA","NA","8193.60807727","17.61940775","NA","NA","NA","0.09","NA"
Norway,"2009","NA","NA","7637.19667625","17.40523539","NA","NA","NA","0.17","NA"
Norway,"2010","NA","NA","8164.47401551","17.4178788","NA","NA","NA","0.22","NA"
Norway,"2011","NA","NA","9249.82593689","17.61347519","NA","NA","NA","0.13","NA"
Norway,"2012","7.6","87.3","9360.76949678","18.10702983","NA","NA","NA","0.08","NA"
Norway,"2013","NA","NA","9719.98803692","18.181677","NA","NA","NA","0.15","NA"
Norway,"2014","NA","NA","9522.22165832","18.21168423","0.5","NA","NA","0.15","NA"
Oman,"2005","NA","NA","320.76909497","6.08941462","NA","98","NA","0.84","NA"
Oman,"2006","NA","NA","336.80882421","5.42304891","NA","99","NA","0.84","NA"
Oman,"2007","NA","NA","393.60123964","5.58193483","NA","99","NA","0.84","NA"
Oman,"2008","NA","NA","462.0733457","5.40967304","NA","99","NA","0.84","NA"
Oman,"2009","NA","NA","495.79040802","6.01545356","NA","99","NA","0.82","NA"
Oman,"2010","NA","NA","546.63827486","6.69591197","NA","99","NA","0.75","NA"
Oman,"2011","NA","NA","539.85767922","5.3040244","NA","99","NA","0.71","NA"
Oman,"2012","17.1","67.8","551.58168809","4.77378114","NA","99","NA","0.67","NA"
Oman,"2013","NA","NA","562.89254386","5.42898707","NA","99","NA","0.62","NA"
Oman,"2014","NA","NA","675.04339353","6.76281077","10.5","99","58.7","0.56","56.3"
Pakistan,"2005","NA","NA","22.36315738","4.30356694","NA","81","NA","64","NA"
Pakistan,"2006","NA","NA","29.62585468","4.62306804","NA","85","NA","59","NA"
Pakistan,"2007","NA","NA","31.93098328","4.10057036","NA","84","41.1","51","69.3"
Pakistan,"2008","NA","NA","30.19104652","3.91394546","NA","83","NA","44","NA"
Pakistan,"2009","NA","NA","28.51186552","4.18680433","NA","81","NA","38","NA"
Pakistan,"2010","NA","NA","30.95275635","4.71561579","NA","90","NA","33","NA"
Pakistan,"2011","NA","NA","36.65905548","4.71561579","NA","84","NA","30","NA"
Pakistan,"2012","38.3","50.5","33.4661349","4.72960635","NA","85","NA","28","NA"
Pakistan,"2013","NA","NA","33.63909619","4.72960635","NA","85","38","27","64.4"
Pakistan,"2014","NA","NA","36.15485065","4.72960635","75.2","85","NA","26","NA"
Palau,"2005","NA","NA","850.06742778","15.98026316","NA","NA","NA","4.8","NA"
Palau,"2006","NA","NA","910.11486951","15.0625","NA","NA","NA","9.1","NA"
Palau,"2007","NA","NA","949.35878318","14.1905102","NA","NA","NA","4.7","NA"
Palau,"2008","NA","NA","955.54141947","15.48","NA","NA","NA","12","NA"
Palau,"2009","NA","NA","927.1698831","16.57848101","NA","NA","NA","23","NA"
Palau,"2010","NA","NA","1024.21165194","16.91348315","NA","NA","NA","22","NA"
Palau,"2011","NA","NA","978.83227656","16.52325581","NA","NA","NA","5.6","NA"
Palau,"2012","NA","NA","1046.21165986","16.45789474","NA","NA","NA","5.2","NA"
Palau,"2013","NA","NA","1089.77487512","17.83956044","NA","NA","NA","1.3","NA"
Palau,"2014","NA","NA","1150.30217177","18.11443299","4.3","NA","NA","1.2","NA"
Panama,"2005","NA","NA","348.44685673","12.69215609","NA","99","NA","6.7","NA"
Panama,"2006","NA","NA","354.88071982","11.80126036","NA","98","NA","5.2","NA"
Panama,"2007","NA","NA","387.41297546","11.39886704","NA","97","NA","5.2","NA"
Panama,"2008","NA","NA","480.09490439","13.71636467","NA","98","NA","5.9","NA"
Panama,"2009","NA","NA","550.65608148","14.70120404","NA","99","NA","6.6","NA"
Panama,"2010","NA","NA","640.44037085","15.10949674","NA","99","NA","5.6","NA"
Panama,"2011","NA","NA","677.8308161","12.8467342","NA","99","NA","4.8","NA"
Panama,"2012","17.2","69.7","734.5554377","12.68912649","NA","98","NA","5.7","NA"
Panama,"2013","NA","NA","906.13785484","14.50364947","NA","95","52.4","5.6","81.6"
Panama,"2014","NA","NA","958.98176617","14.62707817","35","99","NA","5.5","NA"
Papua New Guinea,"2005","NA","NA","51.28990433","15.53964281","NA","73","NA","87","NA"
Papua New Guinea,"2006","NA","NA","52.46686568","14.82218716","NA","75","NA","87","63"
Papua New Guinea,"2007","NA","NA","40.07598425","8.96381479","NA","67","NA","87","NA"
Papua New Guinea,"2008","NA","NA","49.61374619","8.79684314","NA","68","NA","85","NA"
Papua New Guinea,"2009","NA","NA","52.76448908","10.75569745","NA","79","NA","80","NA"
Papua New Guinea,"2010","NA","NA","59.25104857","10.39330994","NA","79","NA","75","NA"
Papua New Guinea,"2011","NA","NA","90.88729867","13.16351141","NA","83","NA","69","NA"
Papua New Guinea,"2012","48.2","42.1","97.87854738","11.66474262","NA","84","NA","61","NA"
Papua New Guinea,"2013","NA","NA","100.77142537","11.17511844","NA","88","NA","52","NA"
Papua New Guinea,"2014","NA","NA","92.35819164","9.54129192","28.8","81","NA","40","NA"
Paraguay,"2005","NA","NA","91.54397396","13.16369593","NA","98","NA","4.8","NA"
Paraguay,"2006","NA","NA","116.31681583","13.07764991","NA","99","NA","4","NA"
Paraguay,"2007","NA","NA","148.24717998","13.783809","NA","98","NA","3.1","NA"
Paraguay,"2008","NA","NA","216.14685","9.65101774","NA","94","NA","3.7","NA"
Paraguay,"2009","NA","NA","237.65765766","10.19054266","NA","91","NA","3","NA"
Paraguay,"2010","NA","NA","293.83275543","11.15728223","NA","92","NA","4","NA"
Paraguay,"2011","NA","NA","375.81376198","11.83777937","NA","94","NA","3.5","NA"
Paraguay,"2012","15.1","72","398.43770333","11.46093629","NA","93","NA","3","NA"
Paraguay,"2013","NA","NA","469.00794008","12.79713645","NA","90","NA","3","NA"
Paraguay,"2014","NA","NA","464.09236338","11.91504137","63.2","95","NA","2.9","NA"
Peru,"2005","NA","NA","128.10257919","14.94483397","NA","95","NA","9.8","NA"
Peru,"2006","NA","NA","140.48432183","14.14630842","NA","96","25","8.6","66.7"
Peru,"2007","NA","NA","166.14630308","14.29639547","NA","96","NA","7.9","NA"
Peru,"2008","NA","NA","200.86694244","13.63506807","NA","97","29.7","5.2","66.8"
Peru,"2009","NA","NA","224.10092454","13.69495586","NA","97","32","5.7","66"
Peru,"2010","NA","NA","254.47770061","13.29359376","NA","95","32.2","8.2","64.9"
Peru,"2011","NA","NA","282.4539038","13.16159408","NA","91","29.8","7.2","61.9"
Peru,"2012","23.7","66.3","330.75285827","13.87253141","NA","95","30.9","7.1","63.9"
Peru,"2013","NA","NA","346.49262379","14.38154723","NA","95","NA","6.8","63.9"
Peru,"2014","NA","NA","358.5769444","15.0005338","36.1","94","28.2","7.2","60.4"
Philippines,"2005","NA","NA","46.83083268","8.85414622","NA","91","NA","35","NA"
Philippines,"2006","NA","NA","55.13389145","8.71949563","NA","91","NA","34","NA"
Philippines,"2007","NA","NA","66.15252051","8.20542976","NA","90","NA","33","NA"
Philippines,"2008","NA","NA","78.08119627","8.09584728","NA","93","46.5","31","49.8"
Philippines,"2009","NA","NA","81.01420235","8.74271932","NA","90","NA","29","NA"
Philippines,"2010","NA","NA","93.83228612","9.30691599","NA","83","NA","26","NA"
Philippines,"2011","NA","NA","101.75068275","8.14190009","NA","84","55.3","22","NA"
Philippines,"2012","25","67.1","116.18828837","8.24017013","NA","88","NA","19","NA"
Philippines,"2013","NA","NA","127.08827817","8.90130645","NA","91","49.1","15","63.8"
Philippines,"2014","NA","NA","135.20222581","10.0064667","54.2","87","NA","10","NA"
Poland,"2005","NA","NA","494.70323819","9.6714708","NA","94","NA","2.2","NA"
Poland,"2006","NA","NA","555.12253361","9.65332316","NA","94","NA","2.1","NA"
Poland,"2007","NA","NA","706.200195","10.26502998","NA","93","NA","2.1","NA"
Poland,"2008","NA","NA","956.51998274","11.10995351","NA","93","NA","2.2","NA"
Poland,"2009","NA","NA","815.01432355","11.27442545","NA","94","NA","2.1","NA"
Poland,"2010","NA","NA","867.74529206","10.74768264","NA","93","NA","1.6","NA"
Poland,"2011","NA","NA","931.05203316","10.80225325","NA","94","NA","1.8","NA"
Poland,"2012","3.4","90.1","869.69816674","10.75271091","NA","94","NA","1.7","NA"
Poland,"2013","NA","NA","881.76911564","10.69626513","NA","93","NA","1.5","NA"
Poland,"2014","NA","NA","910.28378029","10.69626513","4.2","92","NA","1.4","NA"
Portugal,"2005","NA","NA","1875.6952533","14.97515867","NA","89","NA","1.9","NA"
Portugal,"2006","NA","NA","1919.2198619","14.5517792","NA","99","NA","1.7","NA"
Portugal,"2007","NA","NA","2193.50293797","14.62623303","NA","98","NA","1.5","NA"
Portugal,"2008","NA","NA","2457.71518583","14.7214352","NA","98","NA","1.5","NA"
Portugal,"2009","NA","NA","2403.95832211","14.25731704","NA","98","NA","1.5","NA"
Portugal,"2010","NA","NA","2352.31986028","13.83961106","NA","96","NA","1.2","NA"
Portugal,"2011","NA","NA","2332.35162751","13.39691666","NA","97","NA","1.4","NA"
Portugal,"2012","9.8","85.9","1999.81628644","12.85656142","NA","99","NA","1.4","NA"
Portugal,"2013","NA","NA","2059.46143413","12.47931368","NA","99","NA","1.2","NA"
Portugal,"2014","NA","NA","2096.82317586","11.9106983","26.1","99","NA","1.2","NA"
Puerto Rico,"2005","NA","NA","NA","NA","NA","NA","NA","0.45","NA"
Puerto Rico,"2006","NA","NA","NA","NA","NA","NA","NA","0.43","NA"
Puerto Rico,"2007","NA","NA","NA","NA","NA","NA","NA","0.35","NA"
Puerto Rico,"2008","NA","NA","NA","NA","NA","NA","NA","0.43","NA"
Puerto Rico,"2009","NA","NA","NA","NA","NA","NA","NA","0.19","NA"
Puerto Rico,"2010","NA","NA","NA","NA","NA","NA","NA","0.3","NA"
Puerto Rico,"2011","NA","NA","NA","NA","NA","NA","NA","0.27","NA"
Puerto Rico,"2012","NA","NA","NA","NA","NA","NA","NA","0.24","NA"
Puerto Rico,"2013","NA","NA","NA","NA","NA","NA","NA","0.21","NA"
Puerto Rico,"2014","NA","NA","NA","NA","NA","NA","NA","0.19","NA"
Qatar,"2005","NA","NA","1603.30027699","8.09417965","NA","99","NA","0.15","NA"
Qatar,"2006","NA","NA","1591.21382853","7.16868652","NA","99","NA","0.13","NA"
Qatar,"2007","NA","NA","1563.75088523","6.53755633","NA","96","NA","0.11","NA"
Qatar,"2008","NA","NA","1555.81446668","6.60777527","NA","97","NA","0.63","NA"
Qatar,"2009","NA","NA","1618.84328078","5.99628138","NA","98","NA","0.21","NA"
Qatar,"2010","NA","NA","1483.08538168","5.13369728","NA","99","NA","0.11","NA"
Qatar,"2011","NA","NA","1716.89144357","5.13199391","NA","97","NA","0.2","NA"
Qatar,"2012","7.6","69.1","2031.81419943","5.83442378","NA","97","NA","0.19","NA"
Qatar,"2013","NA","NA","2067.50838796","5.83442378","NA","98","NA","0.18","NA"
Qatar,"2014","NA","NA","2106.35550287","5.83442378","25.8","90","NA","0.15","NA"
Romania,"2005","NA","NA","255.28539347","13.16362587","NA","98","NA","8.4","NA"
Romania,"2006","NA","NA","294.1443445","11.41795918","NA","99","NA","8.1","NA"
Romania,"2007","NA","NA","423.8460885","11.18681445","NA","99","NA","7.7","NA"
Romania,"2008","NA","NA","541.4711243","11.2715908","NA","99","NA","7.9","NA"
Romania,"2009","NA","NA","456.80662635","10.8177687","NA","99","NA","7.5","NA"
Romania,"2010","NA","NA","482.9457049","11.84811659","NA","99","NA","7.4","NA"
Romania,"2011","NA","NA","507.67805529","11.18833176","NA","99","NA","6.5","NA"
Romania,"2012","3.7","92","467.64442598","12.06239682","NA","99","NA","6.3","NA"
Romania,"2013","NA","NA","535.47585465","12.83710733","NA","98","NA","5.9","NA"
Romania,"2014","NA","NA","556.80968473","12.83710733","1.3","98","NA","5.5","NA"
Russian Federation,"2005","NA","NA","276.91262338","11.74975595","NA","97","NA","24","NA"
Russian Federation,"2006","NA","NA","367.67601447","10.76932252","NA","97","NA","21","NA"
Russian Federation,"2007","NA","NA","490.02294061","10.20825553","NA","97","NA","19","NA"
Russian Federation,"2008","NA","NA","718.67177762","10.38658394","NA","96","NA","19","NA"
Russian Federation,"2009","NA","NA","631.99061343","10.05714001","NA","96","NA","18","NA"
Russian Federation,"2010","NA","NA","727.3728625","9.71810679","NA","96","NA","16","NA"
Russian Federation,"2011","NA","NA","879.59598939","10.02770748","NA","95","NA","15","NA"
Russian Federation,"2012","6","85.7","963.48535489","10.17920405","NA","96","NA","13","NA"
Russian Federation,"2013","NA","NA","1023.90331556","9.84316714","NA","96","NA","12","NA"
Russian Federation,"2014","NA","NA","892.85156292","9.49090422","43.7","96","NA","11","NA"
Rwanda,"2005","NA","NA","19.58341557","13.69931863","NA","91","11.6","6.4","27.9"
Rwanda,"2006","NA","NA","33.74981477","22.92113457","NA","98","NA","6.7","NA"
Rwanda,"2007","NA","NA","33.81060938","16.51892335","NA","89","NA","6.9","NA"
Rwanda,"2008","NA","NA","37.68590756","11.66684269","NA","93","21.3","6.9","28"
Rwanda,"2009","NA","NA","38.14104042","10.06946888","NA","99","NA","6.9","NA"
Rwanda,"2010","NA","NA","43.78889493","11.32028975","NA","99","29.1","6.8","50.2"
Rwanda,"2011","NA","NA","46.79306593","10.47095398","NA","99","NA","6.6","NA"
Rwanda,"2012","51.6","35.6","51.24153914","10.436219","NA","99","NA","6.4","NA"
Rwanda,"2013","NA","NA","52.20386055","10.06544713","NA","99","NA","6.3","NA"
Rwanda,"2014","NA","NA","52.48366269","9.85551258","57.6","99","NA","6.4","NA"
Samoa,"2005","NA","NA","115.59524965","11.17866026","NA","86","NA","2.3","NA"
Samoa,"2006","NA","NA","130.65125441","13.97163889","NA","84","NA","2.5","NA"
Samoa,"2007","NA","NA","164.37413903","14.08306789","NA","91","NA","2.9","NA"
Samoa,"2008","NA","NA","152.57537397","13.15754174","NA","98","NA","3.1","NA"
Samoa,"2009","NA","NA","160.04492268","12.56518455","NA","92","68","3.3","NA"
Samoa,"2010","NA","NA","201.41500915","12.59366461","NA","87","NA","3.4","NA"
Samoa,"2011","NA","NA","235.76054799","14.16730851","NA","95","NA","3.4","NA"
Samoa,"2012","NA","NA","213.56641358","11.62449393","NA","90","NA","3.4","NA"
Samoa,"2013","NA","NA","288.79050092","16.54799508","NA","89","NA","3.1","NA"
Samoa,"2014","NA","NA","301.09711263","15.08415243","5.1","89","63","3.4","77.8"
San Marino,"2005","NA","NA","2834.30422469","12.39751572","NA","NA","NA","0","NA"
San Marino,"2006","NA","NA","2822.16130866","11.64576103","NA","NA","NA","0","NA"
San Marino,"2007","NA","NA","3227.31711823","11.70914557","NA","NA","NA","0","NA"
San Marino,"2008","NA","NA","3614.69803502","11.95618558","NA","NA","NA","0","NA"
San Marino,"2009","NA","NA","3562.38745487","13.8995816","NA","NA","NA","0","NA"
San Marino,"2010","NA","NA","3500.6326814","14.59308945","NA","NA","NA","0","NA"
San Marino,"2011","NA","NA","3800.55327695","15.40949448","NA","NA","NA","0","NA"
San Marino,"2012","NA","NA","3627.96071965","13.22713923","NA","NA","NA","0","NA"
San Marino,"2013","NA","NA","3472.71326039","13.22713923","NA","NA","NA","0","NA"
San Marino,"2014","NA","NA","3459.0665367","13.22713923","0.5","NA","NA","0","NA"
Sao Tome and Principe,"2005","NA","NA","81.78582809","13.20746146","NA","98","NA","15","NA"
Sao Tome and Principe,"2006","NA","NA","69.14311754","5.57832912","NA","98","31.4","15","NA"
Sao Tome and Principe,"2007","NA","NA","70.14076886","5.57832912","NA","98","NA","15","NA"
Sao Tome and Principe,"2008","NA","NA","69.40182364","5.57832912","NA","99","NA","14","NA"
Sao Tome and Principe,"2009","NA","NA","86.34850836","5.57832912","NA","99","49","13","74.7"
Sao Tome and Principe,"2010","NA","NA","66.49702819","5.57832912","NA","99","NA","12","NA"
Sao Tome and Principe,"2011","NA","NA","81.2151655","5.57832912","NA","99","NA","11","NA"
Sao Tome and Principe,"2012","NA","NA","133.62153417","5.89714007","NA","99","NA","9.3","NA"
Sao Tome and Principe,"2013","NA","NA","182.77890671","12.38723466","NA","97","NA","7.2","NA"
Sao Tome and Principe,"2014","NA","NA","165.55371735","12.38723466","72.7","95","49.1","7.3","68.9"
